customer_id,signup_date,last_login,annual_fee,subscription_type,payment_method,account_age,number_of_logins,total_spent,num_tickets_raised,avg_response_time,satisfaction_score,country,device,usage_hours_per_month,churn
9NNB53,8/30/2023,7/14/2023,29.99,Basic,CreditCard,24,310,1429.86,19,47.0,3,Canada,Mobile,27,false
I6OD8w,5/21/2024,3/17/2024,29.99,Basic,CreditCard,19,630,2191.82,3,35.7,10,Australia,Desktop,127,false
yk78wZ,1/31/2024,4/22/2024,79.99,Premium,CreditCard,13,883,1485.01,6,46.6,6,Taiwan,Mobile,130,true
O336O1,5/13/2024,3/19/2024,79.99,Premium,CreditCard,26,568,27.01,9,43.7,5,Australia,Desktop,151,false
Nr046S,5/21/2024,9/13/2023,29.99,Basic,DebitCard,8,614,3564.21,13,1.3,3,UK,Tablet,126,true
SGB0Or,7/27/2023,6/1/2024,79.99,Premium,CreditCard,19,454,1480.86,0,22.6,10,Australia,Desktop,101,false
9nzDBG,9/3/2023,6/11/2024,59.99,Gold,DebitCard,6,711,1947.19,5,35.1,6,USA,Desktop,71,true
6yP5N5,7/1/2023,6/18/2024,29.99,Basic,DebitCard,27,250,4064.29,5,22.5,10,Brazil,Desktop,163,true
cEnU7m,12/23/2023,9/29/2023,29.99,Basic,UPI,11,492,4614.35,8,39.0,4,France,Desktop,148,false
8o34k1,6/21/2024,10/6/2023,29.99,Basic,UPI,22,475,4075.56,1,15.3,7,France,Mobile,46,true
2m1P0h,3/21/2024,11/21/2023,59.99,Gold,DebitCard,14,941,2860.08,10,6.5,2,Germany,Tablet,96,false
X00Du9,7/9/2023,3/10/2024,29.99,Basic,CreditCard,7,285,70.76,7,12.9,4,Canada,Mobile,144,false
cnXaWc,10/24/2023,9/1/2023,29.99,Basic,UPI,7,271,1498.76,6,6.7,8,USA,Desktop,177,true
T0crb0,11/18/2023,4/13/2024,79.99,Premium,CreditCard,36,622,636.47,9,29.6,5,USA,Tablet,193,false
458j8Q,5/4/2024,9/23/2023,29.99,Basic,UPI,34,885,4108.31,3,33.1,5,Germany,Tablet,109,false
r7QgCD,7/7/2023,7/7/2023,79.99,Premium,DebitCard,15,889,1013.2,16,38.4,9,USA,Tablet,131,false
x0mLZ2,7/18/2023,12/9/2023,29.99,Basic,DebitCard,35,98,149.96,2,2.8,8,Taiwan,Tablet,76,false
dl4Kxf,7/22/2023,8/9/2023,79.99,Premium,UPI,15,695,4617.0,19,31.9,10,Canada,Mobile,21,true
l190xA,1/18/2024,10/5/2023,29.99,Basic,CreditCard,11,850,3465.65,5,15.8,1,Germany,Mobile,180,true
sj7Ebo,7/8/2023,7/19/2023,29.99,Basic,DebitCard,15,699,984.18,15,36.6,3,UK,Mobile,200,false
wt8T8d,2/25/2024,6/12/2024,29.99,Basic,CreditCard,24,725,2016.24,0,7.1,2,Germany,Mobile,137,false
Qj6DbW,8/1/2023,11/8/2023,79.99,Premium,UPI,29,285,949.73,10,21.3,4,Taiwan,Mobile,44,false
urA4g3,11/26/2023,3/30/2024,59.99,Gold,UPI,9,518,3616.04,19,14.5,6,Brazil,Desktop,46,false
9LYuI8,2/16/2024,7/1/2023,79.99,Premium,CreditCard,16,537,1599.21,5,4.0,8,France,Mobile,48,true
poSC71,7/30/2023,4/20/2024,79.99,Premium,UPI,29,479,2722.3,7,27.6,6,China,Tablet,44,false
DzWNMK,11/3/2023,9/13/2023,59.99,Gold,DebitCard,14,586,3019.79,11,33.6,7,Germany,Tablet,136,true
lK4KS2,12/6/2023,11/14/2023,59.99,Gold,CreditCard,6,179,1010.95,8,46.7,6,Canada,Tablet,93,false
zX99L8,12/13/2023,1/11/2024,59.99,Gold,UPI,30,48,1879.11,14,6.2,8,France,Tablet,113,false
FtuinY,11/12/2023,8/21/2023,29.99,Basic,CreditCard,20,613,1319.46,19,45.3,10,Australia,Desktop,149,false
eHSBEy,11/3/2023,3/3/2024,29.99,Basic,CreditCard,2,214,1192.48,4,26.4,7,Japan,Mobile,144,false
Nufc7d,11/4/2023,11/25/2023,59.99,Gold,UPI,24,635,4325.42,14,3.0,8,Germany,Desktop,75,true
DAVFG9,9/21/2023,7/11/2023,29.99,Basic,DebitCard,8,175,4965.72,16,13.7,2,Canada,Desktop,131,true
7rjCCE,1/20/2024,4/27/2024,29.99,Basic,UPI,5,566,2923.91,4,35.0,8,USA,Desktop,19,true
v2CDYj,3/13/2024,2/1/2024,79.99,Premium,CreditCard,2,757,1858.94,0,25.8,6,Australia,Desktop,76,true
26phMN,5/1/2024,6/12/2024,29.99,Basic,CreditCard,3,900,3531.61,0,43.8,5,UK,Desktop,46,false
wVgqz7,1/10/2024,12/27/2023,29.99,Basic,DebitCard,31,68,4949.49,16,33.6,6,Germany,Mobile,104,true
i2DQDK,9/13/2023,3/2/2024,29.99,Basic,CreditCard,28,849,3069.87,5,7.8,7,France,Mobile,79,false
P43h9r,5/26/2024,10/2/2023,29.99,Basic,UPI,36,760,4850.14,16,45.1,4,UK,Tablet,82,true
v2Ra59,5/7/2024,4/21/2024,29.99,Basic,CreditCard,17,613,3812.77,20,13.3,9,Brazil,Tablet,74,true
EKUoJS,2/27/2024,6/24/2024,59.99,Gold,CreditCard,19,599,4586.02,1,16.0,7,China,Tablet,79,true
NJqyFz,7/12/2023,4/5/2024,59.99,Gold,CreditCard,19,665,39.26,7,11.9,8,USA,Desktop,95,true
8wR7Co,5/20/2024,11/1/2023,59.99,Gold,UPI,8,414,1151.79,13,18.1,4,Taiwan,Desktop,31,true
T3Xtlr,6/11/2024,7/9/2023,79.99,Premium,UPI,25,276,851.03,3,47.9,9,Taiwan,Tablet,127,false
1MLZn4,3/26/2024,11/7/2023,59.99,Gold,CreditCard,28,371,692.67,16,33.2,3,UK,Desktop,74,true
7YZ1JX,6/27/2024,3/4/2024,29.99,Basic,UPI,29,982,4967.8,1,35.2,4,Brazil,Tablet,184,true
g82Ew6,9/18/2023,11/22/2023,59.99,Gold,UPI,21,744,2320.58,1,4.0,8,Japan,Desktop,107,false
89CbCj,2/10/2024,2/16/2024,59.99,Gold,DebitCard,31,992,2902.9,18,24.1,1,USA,Tablet,76,true
1rydmE,3/15/2024,12/19/2023,29.99,Basic,UPI,11,512,3966.25,8,28.2,1,Canada,Tablet,144,false
teTffh,1/8/2024,11/13/2023,79.99,Premium,UPI,10,304,1464.99,19,19.6,9,Brazil,Tablet,117,true
7R2HCb,11/20/2023,11/19/2023,79.99,Premium,UPI,16,378,2917.53,19,25.7,10,China,Mobile,190,true
PWhomm,6/30/2023,11/8/2023,29.99,Basic,UPI,13,307,4164.72,16,26.1,4,UK,Tablet,101,true
R55020,9/3/2023,1/16/2024,79.99,Premium,DebitCard,20,875,3880.7,3,40.4,3,UK,Mobile,93,true
qV5K6U,8/2/2023,3/8/2024,29.99,Basic,DebitCard,24,785,3423.03,7,41.3,7,France,Mobile,172,true
F2iq0K,8/26/2023,8/20/2023,29.99,Basic,DebitCard,21,381,321.84,0,24.6,8,Australia,Mobile,194,true
b25r5e,6/20/2024,1/24/2024,29.99,Basic,CreditCard,13,82,1077.96,1,4.5,2,UK,Desktop,186,false
0NLzWu,2/17/2024,11/5/2023,79.99,Premium,UPI,32,387,4247.39,6,21.4,6,Germany,Mobile,112,true
3sk55A,9/7/2023,5/26/2024,29.99,Basic,CreditCard,1,927,2718.59,12,18.8,7,Australia,Tablet,137,false
yY3oO8,6/18/2024,5/12/2024,29.99,Basic,CreditCard,9,325,29.76,8,34.5,10,China,Tablet,198,false
9x0hH1,6/20/2024,2/16/2024,59.99,Gold,DebitCard,25,513,2753.97,20,43.5,8,Australia,Tablet,25,true
kmk371,3/3/2024,11/4/2023,29.99,Basic,UPI,16,805,1099.27,18,29.0,4,UK,Tablet,52,false
wz4261,2/25/2024,12/8/2023,79.99,Premium,UPI,28,779,2012.09,0,29.0,7,France,Mobile,102,true
00Dccy,4/4/2024,1/16/2024,59.99,Gold,CreditCard,24,275,4366.87,20,26.5,4,Japan,Mobile,145,true
ba53N3,1/18/2024,8/2/2023,29.99,Basic,CreditCard,10,381,4452.59,2,17.4,5,USA,Mobile,168,true
7xtVc7,3/29/2024,8/27/2023,29.99,Basic,CreditCard,16,968,2254.86,10,14.8,6,Germany,Desktop,118,true
rgsISa,9/13/2023,10/12/2023,79.99,Premium,UPI,20,293,955.83,0,3.9,2,Germany,Desktop,187,false
AX191c,9/15/2023,4/23/2024,59.99,Gold,CreditCard,17,865,3346.79,9,42.9,5,UK,Mobile,40,false
1p4UCM,7/23/2023,6/11/2024,29.99,Basic,CreditCard,24,85,4899.1,15,20.2,2,UK,Tablet,165,false
4FGv43,8/14/2023,10/6/2023,29.99,Basic,CreditCard,18,864,4010.03,20,34.7,2,USA,Tablet,96,true
LQ3nBf,8/1/2023,11/28/2023,29.99,Basic,DebitCard,20,832,4047.48,15,25.2,8,Germany,Mobile,97,false
maucX2,5/1/2024,9/2/2023,29.99,Basic,UPI,23,578,4775.41,11,42.0,7,Australia,Mobile,74,true
fLlcDS,2/23/2024,3/3/2024,79.99,Premium,CreditCard,7,783,648.03,1,2.6,3,UK,Desktop,107,true
kB9wx5,10/20/2023,11/21/2023,29.99,Basic,CreditCard,31,706,2951.32,8,13.4,4,USA,Mobile,98,true
Y0EkN0,12/30/2023,4/6/2024,59.99,Gold,DebitCard,11,357,833.17,19,44.3,8,USA,Mobile,135,true
W1fl49,5/20/2024,1/18/2024,59.99,Gold,CreditCard,20,226,811.53,20,29.3,3,Canada,Tablet,83,false
Sjk8HE,2/22/2024,11/28/2023,29.99,Basic,CreditCard,34,176,455.94,12,26.4,4,Brazil,Desktop,110,false
3T0Rq0,4/2/2024,9/7/2023,29.99,Basic,DebitCard,10,530,3663.51,1,29.9,7,Germany,Mobile,65,false
1M8UY2,3/8/2024,4/2/2024,79.99,Premium,CreditCard,10,5,4363.65,19,9.2,5,Japan,Tablet,154,true
of9pE0,2/22/2024,12/1/2023,59.99,Gold,DebitCard,29,424,662.68,12,16.9,4,Germany,Desktop,12,false
7pgY9V,5/11/2024,12/11/2023,29.99,Basic,DebitCard,1,238,2986.13,0,1.3,3,China,Desktop,142,true
K7d3L1,10/17/2023,1/11/2024,29.99,Basic,UPI,28,706,1729.83,14,44.9,10,Australia,Desktop,23,true
Q5lvLH,4/2/2024,2/7/2024,29.99,Basic,DebitCard,15,490,1276.01,15,7.3,4,USA,Mobile,151,true
R84aY5,5/6/2024,2/23/2024,29.99,Basic,DebitCard,25,627,2372.62,11,27.8,3,Germany,Mobile,183,false
fw1qEI,6/22/2024,8/1/2023,29.99,Basic,CreditCard,15,485,1744.53,17,41.0,7,UK,Mobile,82,false
CVE5SQ,2/6/2024,2/22/2024,59.99,Gold,CreditCard,22,786,1129.19,0,35.8,10,France,Tablet,140,true
Ogio4H,1/24/2024,3/16/2024,29.99,Basic,UPI,7,261,4276.75,1,12.7,1,USA,Desktop,84,false
XME109,7/17/2023,12/15/2023,59.99,Gold,CreditCard,32,159,2307.5,8,3.3,3,USA,Tablet,118,true
1KMKBn,5/8/2024,7/24/2023,79.99,Premium,UPI,19,298,2461.09,3,43.2,7,USA,Tablet,42,false
O18uVB,9/8/2023,5/13/2024,59.99,Gold,DebitCard,15,608,1849.47,20,2.0,3,France,Mobile,102,true
A6Q4M7,4/18/2024,11/30/2023,79.99,Premium,DebitCard,26,398,2107.47,1,7.1,6,UK,Mobile,128,true
6ko1JD,1/19/2024,5/31/2024,59.99,Gold,CreditCard,12,159,1642.87,4,10.3,6,France,Mobile,171,false
R9yP8O,4/2/2024,2/13/2024,29.99,Basic,UPI,30,491,1008.47,4,34.4,2,Canada,Desktop,47,false
oE4p7j,12/18/2023,4/6/2024,59.99,Gold,DebitCard,3,254,1401.46,10,3.6,6,Japan,Mobile,180,false
kxfMvo,4/17/2024,5/31/2024,29.99,Basic,DebitCard,16,985,985.27,16,22.0,4,China,Desktop,128,true
n9qC6J,3/5/2024,5/6/2024,59.99,Gold,CreditCard,27,962,714.44,4,39.7,1,China,Mobile,67,true
4p9eT2,7/15/2023,2/23/2024,59.99,Gold,UPI,7,339,2364.06,14,9.5,3,Brazil,Tablet,168,false
722FHW,8/12/2023,11/10/2023,29.99,Basic,CreditCard,27,286,2657.12,9,17.4,8,France,Desktop,195,false
Hj35M5,8/22/2023,4/21/2024,59.99,Gold,CreditCard,5,578,2037.47,2,47.8,1,USA,Mobile,14,true
v2nr1g,4/17/2024,10/27/2023,29.99,Basic,DebitCard,7,965,1510.1,12,13.1,1,Germany,Desktop,108,true
3qYlW5,3/24/2024,12/4/2023,29.99,Basic,CreditCard,16,257,3097.94,11,37.3,6,USA,Mobile,14,true
rN4AoG,6/16/2024,8/16/2023,59.99,Gold,CreditCard,36,676,2528.42,1,9.0,7,UK,Mobile,14,false
N3j2x2,2/5/2024,6/6/2024,59.99,Gold,CreditCard,36,554,4291.12,19,25.5,4,UK,Mobile,158,false
9Q7TRR,9/30/2023,4/7/2024,79.99,Premium,UPI,23,697,2857.03,13,19.7,4,Germany,Desktop,153,true
1qPZPx,11/27/2023,1/4/2024,29.99,Basic,DebitCard,27,871,2777.21,17,18.2,8,Germany,Mobile,67,false
HOEpk3,12/10/2023,8/28/2023,59.99,Gold,DebitCard,9,287,3320.3,2,6.4,8,Australia,Desktop,39,true
XvR40u,2/21/2024,4/10/2024,59.99,Gold,DebitCard,27,3,2842.16,15,16.2,1,USA,Tablet,117,true
Hxddx1,4/20/2024,10/4/2023,59.99,Gold,CreditCard,30,648,3052.83,16,20.4,4,France,Tablet,71,true
7lGW6p,12/4/2023,1/23/2024,29.99,Basic,DebitCard,15,776,4561.06,18,33.1,5,China,Desktop,37,false
L1ZlYs,11/7/2023,8/10/2023,29.99,Basic,DebitCard,16,258,122.32,13,45.5,7,France,Mobile,156,true
ZP4nL0,12/5/2023,2/7/2024,29.99,Basic,UPI,17,275,4644.4,4,32.2,6,Australia,Mobile,54,true
F48nWL,3/8/2024,9/17/2023,29.99,Basic,DebitCard,25,964,3192.89,13,27.9,3,Germany,Mobile,49,false
91Gu5Y,11/14/2023,7/17/2023,29.99,Basic,DebitCard,4,746,661.31,13,20.3,5,Germany,Tablet,191,false
n9Mi9O,6/12/2024,4/27/2024,29.99,Basic,DebitCard,32,422,2248.07,11,9.0,4,Brazil,Mobile,194,true
b9Cwuz,2/11/2024,6/17/2024,59.99,Gold,CreditCard,33,605,1275.11,19,33.9,9,Canada,Desktop,169,false
S6ucYm,2/12/2024,7/25/2023,29.99,Basic,DebitCard,23,272,607.56,4,14.6,7,Canada,Desktop,147,false
0nhl0J,4/6/2024,4/7/2024,29.99,Basic,DebitCard,30,884,4633.69,20,10.3,8,Germany,Desktop,188,true
5ElEi5,2/8/2024,12/18/2023,59.99,Gold,UPI,11,96,4526.52,15,8.0,1,UK,Mobile,66,false
6MjtI1,9/27/2023,8/23/2023,59.99,Gold,DebitCard,7,431,57.8,8,30.0,8,Canada,Tablet,86,false
3CzO6V,3/1/2024,6/11/2024,29.99,Basic,CreditCard,29,2,4258.22,6,24.8,1,UK,Tablet,38,false
N65Pn4,4/16/2024,5/25/2024,29.99,Basic,CreditCard,13,1,1893.28,7,20.2,9,Australia,Tablet,85,true
7j3H0v,12/9/2023,11/21/2023,29.99,Basic,UPI,22,949,3320.03,3,19.8,7,UK,Mobile,129,true
588o31,9/15/2023,9/6/2023,29.99,Basic,CreditCard,25,73,2100.82,18,6.5,2,USA,Mobile,32,false
06Z4ua,12/24/2023,8/11/2023,29.99,Basic,CreditCard,9,124,3376.31,17,31.1,1,Australia,Mobile,168,false
k0Ig26,8/5/2023,12/5/2023,29.99,Basic,CreditCard,25,125,1212.26,16,47.7,1,Germany,Mobile,148,false
auM9Pi,5/10/2024,6/29/2023,29.99,Basic,UPI,10,877,1867.11,8,19.0,2,USA,Tablet,81,false
